delta,transformedValue,naturalValue,delta2,transformedValue2,naturalValue2,delta3,transformedValue3,naturalValue3,loss
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,-0.5,-1.00629,0.36557275,3.7100527
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,-0.25,-0.75629,0.4694047,3.3876915
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,0.0,-0.50629,0.60272753,3.0529983
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,0.25,-0.25629002,0.7739175,2.7101831
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,0.5,-0.0062900186,0.9937297,2.3771033
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,0.75,0.24370998,1.2759743,2.1302178
0.0,0.27166256,0.27166256,0.19093749,0.4821911,0.4821911,1.0,0.49370998,1.6383834,1.9832501
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,-1.0,-1.50629,0.22173108,4.3788133
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,-0.75,-1.25629,0.28470835,4.098666
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,-0.5,-1.00629,0.36557275,3.7969947
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,-0.25,-0.75629,0.4694047,3.4746969
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,0.0,-0.50629,0.60272753,3.1339743
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,0.25,-0.25629002,0.7739175,2.7827592
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,0.5,-0.0062900186,0.9937297,2.435657
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,0.75,0.24370998,1.2759743,2.1647515
0.0,0.27166256,0.27166256,0.20562503,0.49687862,0.49687862,1.0,0.49370998,1.6383834,1.9883425
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,-1.0,-1.50629,0.22173108,4.422135
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,-0.75,-1.25629,0.28470835,4.1439023
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,-0.5,-1.00629,0.36557275,3.8455737
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,-0.25,-0.75629,0.4694047,3.52771
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,0.0,-0.50629,0.60272753,3.191225
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,0.25,-0.25629002,0.7739175,2.8404474
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,0.5,-0.0062900186,0.9937297,2.4951534
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,0.75,0.24370998,1.2759743,2.2278202
0.0,0.27166256,0.27166256,0.2203125,0.5115661,0.5115661,1.0,0.49370998,1.6383834,2.0581095
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,-1.0,-1.50629,0.22173108,4.35322
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,-0.75,-1.25629,0.28470835,4.0719285
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,-0.5,-1.00629,0.36557275,3.7736015
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,-0.25,-0.75629,0.4694047,3.456224
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,0.0,-0.50629,0.60272753,3.1197278
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,0.25,-0.25629002,0.7739175,2.7680485
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,0.5,-0.0062900186,0.9937297,2.422483
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,0.75,0.24370998,1.2759743,2.1643898
0.0,0.27166256,0.27166256,0.23499998,0.5262536,0.5262536,1.0,0.49370998,1.6383834,2.000124
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,-1.0,-1.50629,0.22173108,4.28201
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,-0.75,-1.25629,0.28470835,3.9906018
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,-0.5,-1.00629,0.36557275,3.6802819
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,-0.25,-0.75629,0.4694047,3.3513062
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,0.0,-0.50629,0.60272753,3.0043766
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,0.25,-0.25629002,0.7739175,2.6452973
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,0.5,-0.0062900186,0.9937297,2.3063176
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,0.75,0.24370998,1.2759743,2.0634725
0.0,0.27166256,0.27166256,0.24968752,0.5409411,0.5409411,1.0,0.49370998,1.6383834,1.908365
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,-1.0,-1.50629,0.22173108,4.188515
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,-0.75,-1.25629,0.28470835,3.889264
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,-0.5,-1.00629,0.36557275,3.5706327
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,-0.25,-0.75629,0.4694047,3.2342815
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,0.0,-0.50629,0.60272753,2.885539
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,0.25,-0.25629002,0.7739175,2.5310032
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,0.5,-0.0062900186,0.9937297,2.2081637
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,0.75,0.24370998,1.2759743,1.994649
0.0,0.27166256,0.27166256,0.264375,0.5556286,0.5556286,1.0,0.49370998,1.6383834,1.871103
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,-1.0,-1.50629,0.22173108,4.0778546
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,-0.75,-1.25629,0.28470835,3.7698007
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,-0.5,-1.00629,0.36557275,3.442575
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,-0.25,-0.75629,0.4694047,3.1027286
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,0.0,-0.50629,0.60272753,2.7520103
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,0.25,-0.25629002,0.7739175,2.3991172
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,0.5,-0.0062900186,0.9937297,2.0981808
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,0.75,0.24370998,1.2759743,1.9074731
0.0,0.27166256,0.27166256,0.27906248,0.5703161,0.5703161,1.0,0.49370998,1.6383834,1.8132335
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,-1.0,-1.50629,0.22173108,3.953607
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,-0.75,-1.25629,0.28470835,3.6366835
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,-0.5,-1.00629,0.36557275,3.3048482
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,-0.25,-0.75629,0.4694047,2.962514
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,0.0,-0.50629,0.60272753,2.6135547
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,0.25,-0.25629002,0.7739175,2.2701983
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,0.5,-0.0062900186,0.9937297,2.0058424
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,0.75,0.24370998,1.2759743,1.8542439
0.0,0.27166256,0.27166256,0.29375002,0.5850036,0.5850036,1.0,0.49370998,1.6383834,1.818936
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,-1.0,-1.50629,0.22173108,3.8249257
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,-0.75,-1.25629,0.28470835,3.4982357
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,-0.5,-1.00629,0.36557275,3.1567228
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,-0.25,-0.75629,0.4694047,2.805639
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,0.0,-0.50629,0.60272753,2.4529617
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,0.25,-0.25629002,0.7739175,2.1159585
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,0.5,-0.0062900186,0.9937297,1.89287
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,0.75,0.24370998,1.2759743,1.7876363
0.0,0.27166256,0.27166256,0.3084375,0.5996911,0.5996911,1.0,0.49370998,1.6383834,1.8088131
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,-1.0,-1.50629,0.22173108,3.6773791
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,-0.75,-1.25629,0.28470835,3.3389683
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,-0.5,-1.00629,0.36557275,2.985808
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,-0.25,-0.75629,0.4694047,2.624238
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,0.0,-0.50629,0.60272753,2.2691166
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,0.25,-0.25629002,0.7739175,1.9508218
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,0.5,-0.0062900186,0.9937297,1.7749832
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,0.75,0.24370998,1.2759743,1.7232105
0.0,0.27166256,0.27166256,0.32312497,0.6143786,0.6143786,1.0,0.49370998,1.6383834,1.8326797
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,-1.0,-1.50629,0.22173108,3.5191565
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,-0.75,-1.25629,0.28470835,3.1647708
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,-0.5,-1.00629,0.36557275,2.7946382
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,-0.25,-0.75629,0.4694047,2.4202998
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,0.0,-0.50629,0.60272753,2.0622036
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,0.25,-0.25629002,0.7739175,1.7706658
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,0.5,-0.0062900186,0.9937297,1.6594379
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,0.75,0.24370998,1.2759743,1.6973748
0.0,0.27166256,0.27166256,0.3378125,0.6290661,0.6290661,1.0,0.49370998,1.6383834,1.9256942
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,-1.0,-1.50629,0.22173108,3.364735
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,-0.75,-1.25629,0.28470835,3.0009668
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,-0.5,-1.00629,0.36557275,2.6259403
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,-0.25,-0.75629,0.4694047,2.2564156
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,0.0,-0.50629,0.60272753,1.9154584
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,0.25,-0.25629002,0.7739175,1.669627
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,0.5,-0.0062900186,0.9937297,1.6139314
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,0.75,0.24370998,1.2759743,1.7290944
0.0,0.27166256,0.27166256,0.3525,0.6437536,0.6437536,1.0,0.49370998,1.6383834,2.0685396
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,-1.0,-1.50629,0.22173108,3.216939
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,-0.75,-1.25629,0.28470835,2.8485355
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,-0.5,-1.00629,0.36557275,2.4766972
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,-0.25,-0.75629,0.4694047,2.1176658
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,0.0,-0.50629,0.60272753,1.7948058
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,0.25,-0.25629002,0.7739175,1.601898
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,0.5,-0.0062900186,0.9937297,1.6043147
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,0.75,0.24370998,1.2759743,1.8055524
0.0,0.27166256,0.27166256,0.36718747,0.65844107,0.65844107,1.0,0.49370998,1.6383834,2.2539866
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,-1.0,-1.50629,0.22173108,3.0704944
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,-0.75,-1.25629,0.28470835,2.6986108
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,-0.5,-1.00629,0.36557275,2.3306003
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,-0.25,-0.75629,0.4694047,1.9845494
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,0.0,-0.50629,0.60272753,1.6895492
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,0.25,-0.25629002,0.7739175,1.5551412
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,0.5,-0.0062900186,0.9937297,1.6278529
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,0.75,0.24370998,1.2759743,1.9367244
0.0,0.27166256,0.27166256,0.381875,0.6731286,0.6731286,1.0,0.49370998,1.6383834,2.4808605
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,-1.0,-1.50629,0.22173108,2.9258094
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,-0.75,-1.25629,0.28470835,2.550602
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,-0.5,-1.00629,0.36557275,2.1868987
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,-0.25,-0.75629,0.4694047,1.8568605
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,0.0,-0.50629,0.60272753,1.5959404
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,0.25,-0.25629002,0.7739175,1.5268745
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,0.5,-0.0062900186,0.9937297,1.6880423
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,0.75,0.24370998,1.2759743,2.1002886
0.0,0.27166256,0.27166256,0.3965625,0.6878161,0.6878161,1.0,0.49370998,1.6383834,2.7233129
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,-1.0,-1.50629,0.22173108,2.7806358
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,-0.75,-1.25629,0.28470835,2.3999782
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,-0.5,-1.00629,0.36557275,2.0431757
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,-0.25,-0.75629,0.4694047,1.734163
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,0.0,-0.50629,0.60272753,1.5122663
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,0.25,-0.25629002,0.7739175,1.5192086
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,0.5,-0.0062900186,0.9937297,1.7783594
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,0.75,0.24370998,1.2759743,2.2782938
0.0,0.27166256,0.27166256,0.41125003,0.7025036,0.7025036,1.0,0.49370998,1.6383834,2.974544
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,-1.0,-1.50629,0.22173108,2.6420803
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,-0.75,-1.25629,0.28470835,2.2641964
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,-0.5,-1.00629,0.36557275,1.9216133
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,-0.25,-0.75629,0.4694047,1.6390506
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,0.0,-0.50629,0.60272753,1.4628619
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,0.25,-0.25629002,0.7739175,1.5487076
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,0.5,-0.0062900186,0.9937297,1.8975003
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,0.75,0.24370998,1.2759743,2.4665866
0.0,0.27166256,0.27166256,0.4259375,0.7171911,0.7171911,1.0,0.49370998,1.6383834,3.219214
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,-1.0,-1.50629,0.22173108,2.5042212
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,-0.75,-1.25629,0.28470835,2.1329513
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,-0.5,-1.00629,0.36557275,1.80666
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,-0.25,-0.75629,0.4694047,1.5555594
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,0.0,-0.50629,0.60272753,1.4362673
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,0.25,-0.25629002,0.7739175,1.6162138
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,0.5,-0.0062900186,0.9937297,2.0510788
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,0.75,0.24370998,1.2759743,2.6878557
0.0,0.27166256,0.27166256,0.44062498,0.7318786,0.7318786,1.0,0.49370998,1.6383834,3.4991326
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,-1.0,-1.50629,0.22173108,2.372492
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,-0.75,-1.25629,0.28470835,2.0104446
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,-0.5,-1.00629,0.36557275,1.704896
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,-0.25,-0.75629,0.4694047,1.4890646
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,0.0,-0.50629,0.60272753,1.4349449
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,0.25,-0.25629002,0.7739175,1.7037036
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,0.5,-0.0062900186,0.9937297,2.2067761
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,0.75,0.24370998,1.2759743,2.8961616
0.0,0.27166256,0.27166256,0.45531252,0.7465661,0.7465661,1.0,0.49370998,1.6383834,3.7475717
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,-1.0,-1.50629,0.22173108,2.2874832
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,-0.75,-1.25629,0.28470835,1.9297768
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,-0.5,-1.00629,0.36557275,1.6395221
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,-0.25,-0.75629,0.4694047,1.4496291
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,0.0,-0.50629,0.60272753,1.447922
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,0.25,-0.25629002,0.7739175,1.7766012
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,0.5,-0.0062900186,0.9937297,2.3285418
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,0.75,0.24370998,1.2759743,3.0599475
0.0,0.27166256,0.27166256,0.47,0.7612536,0.7612536,1.0,0.49370998,1.6383834,3.9481301
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.47,-0.1787464,-0.1787464,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.4553125,-0.1640589,-0.1640589,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.440625,-0.14937142,-0.14937142,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.4259375,-0.1346839,-0.1346839,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.41125,-0.1199964,-0.1199964,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.39656252,-0.10530892,-0.10530892,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,-0.5,-1.00629,0.36557275,1.7745366
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,-0.25,-0.75629,0.4694047,1.6570449
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,0.0,-0.50629,0.60272753,1.7462242
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,0.25,-0.25629002,0.7739175,2.1067762
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,0.5,-0.0062900186,0.9937297,2.6836896
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,0.75,0.24370998,1.2759743,3.4437368
0.125,0.39666256,0.39666256,-0.381875,-0.09062141,-0.09062141,1.0,0.49370998,1.6383834,4.3775997
0.125,0.39666256,0.39666256,-0.3671875,-0.0759339,-0.0759339,-1.0,-1.50629,0.22173108,2.340679
0.125,0.39666256,0.39666256,-0.3671875,-0.0759339,-0.0759339,-0.75,-1.25629,0.28470835,2.0228975
0.125,0.39666256,0.39666256,-0.3671875,-0.0759339,-0.0759339,-0.5,-1.00629,0.36557275,1.7745366
